Copyright (C) 2021  Intel Corporation. All rights reserved.
Your use of Intel Corporation's design tools, logic functions 
and other software and tools, and any partner logic 
functions, and any output files from any of the foregoing 
(including device programming or simulation files), and any 
associated documentation or information are expressly subject 
to the terms and conditions of the Intel Program License 
Subscription Agreement, the Intel Quartus Prime License Agreement,
the Intel FPGA IP License Agreement, or other applicable license
agreement, including, without limitation, that your use is for
the sole purpose of programming logic devices manufactured by
Intel and sold by Intel or its authorized distributors.  Please
refer to the applicable agreement for further details, at
https://fpgasoftware.intel.com/eula.

Analysis & Synthesis Resource Utilization by Entity

Compilation Hierarchy Node,Combinational ALUTs,Dedicated Logic Registers,Block Memory Bits,DSP Blocks,Pins,Virtual Pins,Full Hierarchy Name,Entity Name,Library Name
         |altera_avalon_sc_fifo:intr_capturer_0_avalon_slave_0_agent_rdata_fifo|,6 (6),8 (8),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_mm_interconnect_0:mm_interconnect_0|altera_avalon_sc_fifo:intr_capturer_0_avalon_slave_0_agent_rdata_fifo,altera_avalon_sc_fifo,soc_system
         |altera_avalon_sc_fifo:intr_capturer_0_avalon_slave_0_agent_rsp_fifo|,9 (9),14 (14),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_mm_interconnect_0:mm_interconnect_0|altera_avalon_sc_fifo:intr_capturer_0_avalon_slave_0_agent_rsp_fifo,altera_avalon_sc_fifo,soc_system
         |altera_avalon_sc_fifo:jtag_uart_avalon_jtag_slave_agent_rdata_fifo|,26 (26),46 (46),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_mm_interconnect_0:mm_interconnect_0|altera_avalon_sc_fifo:jtag_uart_avalon_jtag_slave_agent_rdata_fifo,altera_avalon_sc_fifo,soc_system
         |altera_avalon_sc_fifo:jtag_uart_avalon_jtag_slave_agent_rsp_fifo|,34 (34),58 (58),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_mm_interconnect_0:mm_interconnect_0|altera_avalon_sc_fifo:jtag_uart_avalon_jtag_slave_agent_rsp_fifo,altera_avalon_sc_fifo,soc_system
         |altera_avalon_sc_fifo:led_pio_s1_agent_rdata_fifo|,14 (14),22 (22),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_mm_interconnect_0:mm_interconnect_0|altera_avalon_sc_fifo:led_pio_s1_agent_rdata_fifo,altera_avalon_sc_fifo,soc_system
         |altera_avalon_sc_fifo:led_pio_s1_agent_rsp_fifo|,34 (34),58 (58),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_mm_interconnect_0:mm_interconnect_0|altera_avalon_sc_fifo:led_pio_s1_agent_rsp_fifo,altera_avalon_sc_fifo,soc_system
         |altera_avalon_sc_fifo:onchip_memory2_0_s1_agent_rdata_fifo|,68 (68),130 (130),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_mm_interconnect_0:mm_interconnect_0|altera_avalon_sc_fifo:onchip_memory2_0_s1_agent_rdata_fifo,altera_avalon_sc_fifo,soc_system
         |altera_avalon_sc_fifo:onchip_memory2_0_s1_agent_rsp_fifo|,14 (14),22 (22),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_mm_interconnect_0:mm_interconnect_0|altera_avalon_sc_fifo:onchip_memory2_0_s1_agent_rsp_fifo,altera_avalon_sc_fifo,soc_system
         |altera_avalon_sc_fifo:sysid_qsys_control_slave_agent_rdata_fifo|,7 (7),8 (8),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_mm_interconnect_0:mm_interconnect_0|altera_avalon_sc_fifo:sysid_qsys_control_slave_agent_rdata_fifo,altera_avalon_sc_fifo,soc_system
         |altera_avalon_sc_fifo:sysid_qsys_control_slave_agent_rsp_fifo|,32 (32),58 (58),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_mm_interconnect_0:mm_interconnect_0|altera_avalon_sc_fifo:sysid_qsys_control_slave_agent_rsp_fifo,altera_avalon_sc_fifo,soc_system
         |altera_merlin_axi_master_ni:hps_0_h2f_lw_axi_master_agent|,119 (69),25 (7),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_mm_interconnect_0:mm_interconnect_0|altera_merlin_axi_master_ni:hps_0_h2f_lw_axi_master_agent,altera_merlin_axi_master_ni,soc_system
            |altera_merlin_address_alignment:align_address_to_size|,50 (50),18 (18),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_mm_interconnect_0:mm_interconnect_0|altera_merlin_axi_master_ni:hps_0_h2f_lw_axi_master_agent|altera_merlin_address_alignment:align_address_to_size,altera_merlin_address_alignment,soc_system
         |altera_merlin_burst_adapter:button_pio_s1_burst_adapter|,77 (0),69 (0),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_mm_interconnect_0:mm_interconnect_0|altera_merlin_burst_adapter:button_pio_s1_burst_adapter,altera_merlin_burst_adapter,soc_system
            |altera_merlin_burst_adapter_13_1:altera_merlin_burst_adapter_13_1.burst_adapter|,77 (76),69 (69),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_mm_interconnect_0:mm_interconnect_0|altera_merlin_burst_adapter:button_pio_s1_burst_adapter|altera_merlin_burst_adapter_13_1:altera_merlin_burst_adapter_13_1.burst_adapter,altera_merlin_burst_adapter_13_1,soc_system
               |altera_merlin_address_alignment:align_address_to_size|,1 (1),0 (0),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_mm_interconnect_0:mm_interconnect_0|altera_merlin_burst_adapter:button_pio_s1_burst_adapter|altera_merlin_burst_adapter_13_1:altera_merlin_burst_adapter_13_1.burst_adapter|altera_merlin_address_alignment:align_address_to_size,altera_merlin_address_alignment,soc_system
         |altera_merlin_burst_adapter:dipsw_pio_s1_burst_adapter|,77 (0),74 (0),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_mm_interconnect_0:mm_interconnect_0|altera_merlin_burst_adapter:dipsw_pio_s1_burst_adapter,altera_merlin_burst_adapter,soc_system
            |altera_merlin_burst_adapter_13_1:altera_merlin_burst_adapter_13_1.burst_adapter|,77 (76),74 (74),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_mm_interconnect_0:mm_interconnect_0|altera_merlin_burst_adapter:dipsw_pio_s1_burst_adapter|altera_merlin_burst_adapter_13_1:altera_merlin_burst_adapter_13_1.burst_adapter,altera_merlin_burst_adapter_13_1,soc_system
               |altera_merlin_address_alignment:align_address_to_size|,1 (1),0 (0),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_mm_interconnect_0:mm_interconnect_0|altera_merlin_burst_adapter:dipsw_pio_s1_burst_adapter|altera_merlin_burst_adapter_13_1:altera_merlin_burst_adapter_13_1.burst_adapter|altera_merlin_address_alignment:align_address_to_size,altera_merlin_address_alignment,soc_system
         |altera_merlin_burst_adapter:hps_1_s0_burst_adapter|,79 (0),100 (0),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_mm_interconnect_0:mm_interconnect_0|altera_merlin_burst_adapter:hps_1_s0_burst_adapter,altera_merlin_burst_adapter,soc_system
            |altera_merlin_burst_adapter_13_1:altera_merlin_burst_adapter_13_1.burst_adapter|,79 (78),100 (100),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_mm_interconnect_0:mm_interconnect_0|altera_merlin_burst_adapter:hps_1_s0_burst_adapter|altera_merlin_burst_adapter_13_1:altera_merlin_burst_adapter_13_1.burst_adapter,altera_merlin_burst_adapter_13_1,soc_system
               |altera_merlin_address_alignment:align_address_to_size|,1 (1),0 (0),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_mm_interconnect_0:mm_interconnect_0|altera_merlin_burst_adapter:hps_1_s0_burst_adapter|altera_merlin_burst_adapter_13_1:altera_merlin_burst_adapter_13_1.burst_adapter|altera_merlin_address_alignment:align_address_to_size,altera_merlin_address_alignment,soc_system
         |altera_merlin_burst_adapter:jtag_uart_avalon_jtag_slave_burst_adapter|,72 (0),69 (0),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_mm_interconnect_0:mm_interconnect_0|altera_merlin_burst_adapter:jtag_uart_avalon_jtag_slave_burst_adapter,altera_merlin_burst_adapter,soc_system
            |altera_merlin_burst_adapter_13_1:altera_merlin_burst_adapter_13_1.burst_adapter|,72 (69),69 (69),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_mm_interconnect_0:mm_interconnect_0|altera_merlin_burst_adapter:jtag_uart_avalon_jtag_slave_burst_adapter|altera_merlin_burst_adapter_13_1:altera_merlin_burst_adapter_13_1.burst_adapter,altera_merlin_burst_adapter_13_1,soc_system
               |altera_merlin_address_alignment:align_address_to_size|,3 (3),0 (0),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_mm_interconnect_0:mm_interconnect_0|altera_merlin_burst_adapter:jtag_uart_avalon_jtag_slave_burst_adapter|altera_merlin_burst_adapter_13_1:altera_merlin_burst_adapter_13_1.burst_adapter|altera_merlin_address_alignment:align_address_to_size,altera_merlin_address_alignment,soc_system
         |altera_merlin_burst_adapter:led_pio_s1_burst_adapter|,76 (0),73 (0),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_mm_interconnect_0:mm_interconnect_0|altera_merlin_burst_adapter:led_pio_s1_burst_adapter,altera_merlin_burst_adapter,soc_system
            |altera_merlin_burst_adapter_13_1:altera_merlin_burst_adapter_13_1.burst_adapter|,76 (73),73 (73),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_mm_interconnect_0:mm_interconnect_0|altera_merlin_burst_adapter:led_pio_s1_burst_adapter|altera_merlin_burst_adapter_13_1:altera_merlin_burst_adapter_13_1.burst_adapter,altera_merlin_burst_adapter_13_1,soc_system
               |altera_merlin_address_alignment:align_address_to_size|,3 (3),0 (0),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_mm_interconnect_0:mm_interconnect_0|altera_merlin_burst_adapter:led_pio_s1_burst_adapter|altera_merlin_burst_adapter_13_1:altera_merlin_burst_adapter_13_1.burst_adapter|altera_merlin_address_alignment:align_address_to_size,altera_merlin_address_alignment,soc_system
         |altera_merlin_burst_adapter:sysid_qsys_control_slave_burst_adapter|,73 (0),58 (0),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_mm_interconnect_0:mm_interconnect_0|altera_merlin_burst_adapter:sysid_qsys_control_slave_burst_adapter,altera_merlin_burst_adapter,soc_system
            |altera_merlin_burst_adapter_13_1:altera_merlin_burst_adapter_13_1.burst_adapter|,73 (72),58 (58),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_mm_interconnect_0:mm_interconnect_0|altera_merlin_burst_adapter:sysid_qsys_control_slave_burst_adapter|altera_merlin_burst_adapter_13_1:altera_merlin_burst_adapter_13_1.burst_adapter,altera_merlin_burst_adapter_13_1,soc_system
               |altera_merlin_address_alignment:align_address_to_size|,1 (1),0 (0),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_mm_interconnect_0:mm_interconnect_0|altera_merlin_burst_adapter:sysid_qsys_control_slave_burst_adapter|altera_merlin_burst_adapter_13_1:altera_merlin_burst_adapter_13_1.burst_adapter|altera_merlin_address_alignment:align_address_to_size,altera_merlin_address_alignment,soc_system
         |altera_merlin_master_agent:master_non_sec_master_agent|,12 (12),0 (0),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_mm_interconnect_0:mm_interconnect_0|altera_merlin_master_agent:master_non_sec_master_agent,altera_merlin_master_agent,soc_system
         |altera_merlin_slave_agent:button_pio_s1_agent|,28 (5),8 (0),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_mm_interconnect_0:mm_interconnect_0|altera_merlin_slave_agent:button_pio_s1_agent,altera_merlin_slave_agent,soc_system
            |altera_merlin_burst_uncompressor:uncompressor|,23 (23),8 (8),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_mm_interconnect_0:mm_interconnect_0|altera_merlin_slave_agent:button_pio_s1_agent|altera_merlin_burst_uncompressor:uncompressor,altera_merlin_burst_uncompressor,soc_system
         |altera_merlin_slave_agent:dipsw_pio_s1_agent|,30 (7),8 (0),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_mm_interconnect_0:mm_interconnect_0|altera_merlin_slave_agent:dipsw_pio_s1_agent,altera_merlin_slave_agent,soc_system
            |altera_merlin_burst_uncompressor:uncompressor|,23 (23),8 (8),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_mm_interconnect_0:mm_interconnect_0|altera_merlin_slave_agent:dipsw_pio_s1_agent|altera_merlin_burst_uncompressor:uncompressor,altera_merlin_burst_uncompressor,soc_system
         |altera_merlin_slave_agent:hps_1_s0_agent|,32 (9),8 (0),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_mm_interconnect_0:mm_interconnect_0|altera_merlin_slave_agent:hps_1_s0_agent,altera_merlin_slave_agent,soc_system
            |altera_merlin_burst_uncompressor:uncompressor|,23 (23),8 (8),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_mm_interconnect_0:mm_interconnect_0|altera_merlin_slave_agent:hps_1_s0_agent|altera_merlin_burst_uncompressor:uncompressor,altera_merlin_burst_uncompressor,soc_system
         |altera_merlin_slave_agent:intr_capturer_0_avalon_slave_0_agent|,6 (6),0 (0),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_mm_interconnect_0:mm_interconnect_0|altera_merlin_slave_agent:intr_capturer_0_avalon_slave_0_agent,altera_merlin_slave_agent,soc_system
         |altera_merlin_slave_agent:jtag_uart_avalon_jtag_slave_agent|,28 (4),8 (0),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_mm_interconnect_0:mm_interconnect_0|altera_merlin_slave_agent:jtag_uart_avalon_jtag_slave_agent,altera_merlin_slave_agent,soc_system
            |altera_merlin_burst_uncompressor:uncompressor|,24 (24),8 (8),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_mm_interconnect_0:mm_interconnect_0|altera_merlin_slave_agent:jtag_uart_avalon_jtag_slave_agent|altera_merlin_burst_uncompressor:uncompressor,altera_merlin_burst_uncompressor,soc_system
         |altera_merlin_slave_agent:led_pio_s1_agent|,29 (5),8 (0),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_mm_interconnect_0:mm_interconnect_0|altera_merlin_slave_agent:led_pio_s1_agent,altera_merlin_slave_agent,soc_system
            |altera_merlin_burst_uncompressor:uncompressor|,24 (24),8 (8),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_mm_interconnect_0:mm_interconnect_0|altera_merlin_slave_agent:led_pio_s1_agent|altera_merlin_burst_uncompressor:uncompressor,altera_merlin_burst_uncompressor,soc_system
         |altera_merlin_slave_agent:onchip_memory2_0_s1_agent|,5 (5),0 (0),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_mm_interconnect_0:mm_interconnect_0|altera_merlin_slave_agent:onchip_memory2_0_s1_agent,altera_merlin_slave_agent,soc_system
         |altera_merlin_slave_agent:sysid_qsys_control_slave_agent|,30 (6),8 (0),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_mm_interconnect_0:mm_interconnect_0|altera_merlin_slave_agent:sysid_qsys_control_slave_agent,altera_merlin_slave_agent,soc_system
            |altera_merlin_burst_uncompressor:uncompressor|,24 (24),8 (8),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_mm_interconnect_0:mm_interconnect_0|altera_merlin_slave_agent:sysid_qsys_control_slave_agent|altera_merlin_burst_uncompressor:uncompressor,altera_merlin_burst_uncompressor,soc_system
         |altera_merlin_slave_translator:button_pio_s1_translator|,5 (5),7 (7),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_mm_interconnect_0:mm_interconnect_0|altera_merlin_slave_translator:button_pio_s1_translator,altera_merlin_slave_translator,soc_system
         |altera_merlin_slave_translator:dipsw_pio_s1_translator|,4 (4),13 (13),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_mm_interconnect_0:mm_interconnect_0|altera_merlin_slave_translator:dipsw_pio_s1_translator,altera_merlin_slave_translator,soc_system
         |altera_merlin_slave_translator:hps_1_s0_translator|,3 (3),35 (35),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_mm_interconnect_0:mm_interconnect_0|altera_merlin_slave_translator:hps_1_s0_translator,altera_merlin_slave_translator,soc_system
         |altera_merlin_slave_translator:intr_capturer_0_avalon_slave_0_translator|,3 (3),6 (6),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_mm_interconnect_0:mm_interconnect_0|altera_merlin_slave_translator:intr_capturer_0_avalon_slave_0_translator,altera_merlin_slave_translator,soc_system
         |altera_merlin_slave_translator:jtag_uart_avalon_jtag_slave_translator|,2 (2),23 (23),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_mm_interconnect_0:mm_interconnect_0|altera_merlin_slave_translator:jtag_uart_avalon_jtag_slave_translator,altera_merlin_slave_translator,soc_system
         |altera_merlin_slave_translator:led_pio_s1_translator|,5 (5),13 (13),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_mm_interconnect_0:mm_interconnect_0|altera_merlin_slave_translator:led_pio_s1_translator,altera_merlin_slave_translator,soc_system
         |altera_merlin_slave_translator:onchip_memory2_0_s1_translator|,1 (1),1 (1),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_mm_interconnect_0:mm_interconnect_0|altera_merlin_slave_translator:onchip_memory2_0_s1_translator,altera_merlin_slave_translator,soc_system
         |altera_merlin_slave_translator:sysid_qsys_control_slave_translator|,6 (6),5 (5),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_mm_interconnect_0:mm_interconnect_0|altera_merlin_slave_translator:sysid_qsys_control_slave_translator,altera_merlin_slave_translator,soc_system
         |altera_merlin_traffic_limiter:hps_0_h2f_lw_axi_master_rd_limiter|,9 (9),12 (12),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_mm_interconnect_0:mm_interconnect_0|altera_merlin_traffic_limiter:hps_0_h2f_lw_axi_master_rd_limiter,altera_merlin_traffic_limiter,soc_system
         |altera_merlin_traffic_limiter:hps_0_h2f_lw_axi_master_wr_limiter|,9 (9),10 (10),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_mm_interconnect_0:mm_interconnect_0|altera_merlin_traffic_limiter:hps_0_h2f_lw_axi_master_wr_limiter,altera_merlin_traffic_limiter,soc_system
         |altera_merlin_traffic_limiter:master_non_sec_master_limiter|,11 (11),13 (13),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_mm_interconnect_0:mm_interconnect_0|altera_merlin_traffic_limiter:master_non_sec_master_limiter,altera_merlin_traffic_limiter,soc_system
         |altera_merlin_width_adapter:onchip_memory2_0_s1_cmd_width_adapter|,72 (72),0 (0),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_mm_interconnect_0:mm_interconnect_0|altera_merlin_width_adapter:onchip_memory2_0_s1_cmd_width_adapter,altera_merlin_width_adapter,soc_system
         |soc_system_mm_interconnect_0_cmd_demux:cmd_demux_001|,10 (10),0 (0),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_mm_interconnect_0:mm_interconnect_0|soc_system_mm_interconnect_0_cmd_demux:cmd_demux_001,soc_system_mm_interconnect_0_cmd_demux,soc_system
         |soc_system_mm_interconnect_0_cmd_demux:cmd_demux|,8 (8),0 (0),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_mm_interconnect_0:mm_interconnect_0|soc_system_mm_interconnect_0_cmd_demux:cmd_demux,soc_system_mm_interconnect_0_cmd_demux,soc_system
         |soc_system_mm_interconnect_0_cmd_demux_002:cmd_demux_002|,13 (13),0 (0),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_mm_interconnect_0:mm_interconnect_0|soc_system_mm_interconnect_0_cmd_demux_002:cmd_demux_002,soc_system_mm_interconnect_0_cmd_demux_002,soc_system
         |soc_system_mm_interconnect_0_cmd_mux:cmd_mux_001|,37 (33),5 (3),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_mm_interconnect_0:mm_interconnect_0|soc_system_mm_interconnect_0_cmd_mux:cmd_mux_001,soc_system_mm_interconnect_0_cmd_mux,soc_system
            |altera_merlin_arbitrator:arb|,4 (4),2 (2),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_mm_interconnect_0:mm_interconnect_0|soc_system_mm_interconnect_0_cmd_mux:cmd_mux_001|altera_merlin_arbitrator:arb,altera_merlin_arbitrator,soc_system
         |soc_system_mm_interconnect_0_cmd_mux:cmd_mux_003|,54 (47),7 (4),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_mm_interconnect_0:mm_interconnect_0|soc_system_mm_interconnect_0_cmd_mux:cmd_mux_003,soc_system_mm_interconnect_0_cmd_mux,soc_system
            |altera_merlin_arbitrator:arb|,7 (5),3 (3),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_mm_interconnect_0:mm_interconnect_0|soc_system_mm_interconnect_0_cmd_mux:cmd_mux_003|altera_merlin_arbitrator:arb,altera_merlin_arbitrator,soc_system
               |altera_merlin_arb_adder:adder|,2 (2),0 (0),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_mm_interconnect_0:mm_interconnect_0|soc_system_mm_interconnect_0_cmd_mux:cmd_mux_003|altera_merlin_arbitrator:arb|altera_merlin_arb_adder:adder,altera_merlin_arb_adder,soc_system
         |soc_system_mm_interconnect_0_cmd_mux:cmd_mux_004|,53 (46),7 (4),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_mm_interconnect_0:mm_interconnect_0|soc_system_mm_interconnect_0_cmd_mux:cmd_mux_004,soc_system_mm_interconnect_0_cmd_mux,soc_system
            |altera_merlin_arbitrator:arb|,7 (5),3 (3),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_mm_interconnect_0:mm_interconnect_0|soc_system_mm_interconnect_0_cmd_mux:cmd_mux_004|altera_merlin_arbitrator:arb,altera_merlin_arbitrator,soc_system
               |altera_merlin_arb_adder:adder|,2 (2),0 (0),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_mm_interconnect_0:mm_interconnect_0|soc_system_mm_interconnect_0_cmd_mux:cmd_mux_004|altera_merlin_arbitrator:arb|altera_merlin_arb_adder:adder,altera_merlin_arb_adder,soc_system
         |soc_system_mm_interconnect_0_cmd_mux:cmd_mux_005|,47 (40),7 (4),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_mm_interconnect_0:mm_interconnect_0|soc_system_mm_interconnect_0_cmd_mux:cmd_mux_005,soc_system_mm_interconnect_0_cmd_mux,soc_system
            |altera_merlin_arbitrator:arb|,7 (5),3 (3),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_mm_interconnect_0:mm_interconnect_0|soc_system_mm_interconnect_0_cmd_mux:cmd_mux_005|altera_merlin_arbitrator:arb,altera_merlin_arbitrator,soc_system
               |altera_merlin_arb_adder:adder|,2 (2),0 (0),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_mm_interconnect_0:mm_interconnect_0|soc_system_mm_interconnect_0_cmd_mux:cmd_mux_005|altera_merlin_arbitrator:arb|altera_merlin_arb_adder:adder,altera_merlin_arb_adder,soc_system
         |soc_system_mm_interconnect_0_cmd_mux:cmd_mux|,51 (44),7 (4),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_mm_interconnect_0:mm_interconnect_0|soc_system_mm_interconnect_0_cmd_mux:cmd_mux,soc_system_mm_interconnect_0_cmd_mux,soc_system
            |altera_merlin_arbitrator:arb|,7 (5),3 (3),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_mm_interconnect_0:mm_interconnect_0|soc_system_mm_interconnect_0_cmd_mux:cmd_mux|altera_merlin_arbitrator:arb,altera_merlin_arbitrator,soc_system
               |altera_merlin_arb_adder:adder|,2 (2),0 (0),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_mm_interconnect_0:mm_interconnect_0|soc_system_mm_interconnect_0_cmd_mux:cmd_mux|altera_merlin_arbitrator:arb|altera_merlin_arb_adder:adder,altera_merlin_arb_adder,soc_system
         |soc_system_mm_interconnect_0_cmd_mux_002:cmd_mux_002|,75 (71),5 (3),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_mm_interconnect_0:mm_interconnect_0|soc_system_mm_interconnect_0_cmd_mux_002:cmd_mux_002,soc_system_mm_interconnect_0_cmd_mux_002,soc_system
            |altera_merlin_arbitrator:arb|,4 (4),2 (2),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_mm_interconnect_0:mm_interconnect_0|soc_system_mm_interconnect_0_cmd_mux_002:cmd_mux_002|altera_merlin_arbitrator:arb,altera_merlin_arbitrator,soc_system
         |soc_system_mm_interconnect_0_router:router_001|,12 (12),0 (0),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_mm_interconnect_0:mm_interconnect_0|soc_system_mm_interconnect_0_router:router_001,soc_system_mm_interconnect_0_router,soc_system
         |soc_system_mm_interconnect_0_router:router|,8 (8),0 (0),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_mm_interconnect_0:mm_interconnect_0|soc_system_mm_interconnect_0_router:router,soc_system_mm_interconnect_0_router,soc_system
         |soc_system_mm_interconnect_0_router_002:router_002|,13 (13),0 (0),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_mm_interconnect_0:mm_interconnect_0|soc_system_mm_interconnect_0_router_002:router_002,soc_system_mm_interconnect_0_router_002,soc_system
         |soc_system_mm_interconnect_0_rsp_demux:rsp_demux_001|,5 (5),0 (0),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_mm_interconnect_0:mm_interconnect_0|soc_system_mm_interconnect_0_rsp_demux:rsp_demux_001,soc_system_mm_interconnect_0_rsp_demux,soc_system
         |soc_system_mm_interconnect_0_rsp_demux:rsp_demux_003|,5 (5),0 (0),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_mm_interconnect_0:mm_interconnect_0|soc_system_mm_interconnect_0_rsp_demux:rsp_demux_003,soc_system_mm_interconnect_0_rsp_demux,soc_system
         |soc_system_mm_interconnect_0_rsp_demux:rsp_demux_004|,5 (5),0 (0),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_mm_interconnect_0:mm_interconnect_0|soc_system_mm_interconnect_0_rsp_demux:rsp_demux_004,soc_system_mm_interconnect_0_rsp_demux,soc_system
         |soc_system_mm_interconnect_0_rsp_demux:rsp_demux_005|,5 (5),0 (0),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_mm_interconnect_0:mm_interconnect_0|soc_system_mm_interconnect_0_rsp_demux:rsp_demux_005,soc_system_mm_interconnect_0_rsp_demux,soc_system
         |soc_system_mm_interconnect_0_rsp_demux:rsp_demux|,5 (5),0 (0),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_mm_interconnect_0:mm_interconnect_0|soc_system_mm_interconnect_0_rsp_demux:rsp_demux,soc_system_mm_interconnect_0_rsp_demux,soc_system
         |soc_system_mm_interconnect_0_rsp_demux_002:rsp_demux_002|,3 (3),0 (0),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_mm_interconnect_0:mm_interconnect_0|soc_system_mm_interconnect_0_rsp_demux_002:rsp_demux_002,soc_system_mm_interconnect_0_rsp_demux_002,soc_system
         |soc_system_mm_interconnect_0_rsp_mux:rsp_mux_001|,102 (102),0 (0),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_mm_interconnect_0:mm_interconnect_0|soc_system_mm_interconnect_0_rsp_mux:rsp_mux_001,soc_system_mm_interconnect_0_rsp_mux,soc_system
         |soc_system_mm_interconnect_0_rsp_mux:rsp_mux|,43 (43),0 (0),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_mm_interconnect_0:mm_interconnect_0|soc_system_mm_interconnect_0_rsp_mux:rsp_mux,soc_system_mm_interconnect_0_rsp_mux,soc_system
         |soc_system_mm_interconnect_0_rsp_mux_002:rsp_mux_002|,105 (105),0 (0),0,0,0,0,|ghrd_top|soc_system:u0|soc_system_mm_interconnect_0:mm_interconnect_0|soc_system_mm_interconnect_0_rsp_mux_002:rsp_mux_002,soc_system_mm_interconnect_0_rsp_mux_002,soc_system
